C,Alan Williams,3000,CLE@PHO 03/13/2018 10:00PM ET,0.0,PHO
PG/SG,Brandon Knight,3000,CLE@PHO 03/13/2018 10:00PM ET,0.0,PHO
C,Ante Zizic,3000,CLE@PHO 03/13/2018 10:00PM ET,5.789,CLE
PG,London Perrantes,3000,CLE@PHO 03/13/2018 10:00PM ET,0.9,CLE
SF/PF,Derrick Williams,3000,DEN@LAL 03/13/2018 10:30PM ET,0.0,LAL
PG/SG,Gary Payton II,3000,DEN@LAL 03/13/2018 10:30PM ET,5.542000000000001,LAL
PG/SG,Tyler Ennis,3000,DEN@LAL 03/13/2018 10:30PM ET,8.081,LAL
PG/SG,Alex Caruso,3000,DEN@LAL 03/13/2018 10:30PM ET,8.61,LAL
SF/PF,Luol Deng,3000,DEN@LAL 03/13/2018 10:30PM ET,5.0,LAL
PF/C,Thomas Bryant,3000,DEN@LAL 03/13/2018 10:30PM ET,2.15,LAL
PF/C,Channing Frye,3000,DEN@LAL 03/13/2018 10:30PM ET,10.211,LAL
PF,Tyler Lydon,3000,DEN@LAL 03/13/2018 10:30PM ET,0.0,DEN
SF/PF,Richard Jefferson,3000,DEN@LAL 03/13/2018 10:30PM ET,3.895,DEN
PF/C,Kenneth Faried,3000,DEN@LAL 03/13/2018 10:30PM ET,14.039000000000001,DEN
PG,Monte Morris,3000,DEN@LAL 03/13/2018 10:30PM ET,9.5,DEN
SF/PF,Nigel Hayes,3000,TOR@BKN 03/13/2018 07:30PM ET,4.167,TOR
SF,James Webb III,3000,TOR@BKN 03/13/2018 07:30PM ET,5.556,BKN
PG,Milton Doyle,3000,TOR@BKN 03/13/2018 07:30PM ET,6.875,BKN
PF,Lucas Nogueira,3000,TOR@BKN 03/13/2018 07:30PM ET,7.837999999999999,TOR
PF,Alfonzo McKinnie,3000,TOR@BKN 03/13/2018 07:30PM ET,2.667,TOR
PG,Lorenzo Brown,3000,TOR@BKN 03/13/2018 07:30PM ET,4.545,TOR
PF,Malcolm Miller,3000,TOR@BKN 03/13/2018 07:30PM ET,5.225,TOR
SG/SF,Malachi Richardson,3000,TOR@BKN 03/13/2018 07:30PM ET,6.692,TOR
C,Timofey Mozgov,3000,TOR@BKN 03/13/2018 07:30PM ET,9.009,BKN
PG/SG,Isaiah Whitehead,3000,TOR@BKN 03/13/2018 07:30PM ET,10.875,BKN
PG/SG,Jeremy Lin,3000,TOR@BKN 03/13/2018 07:30PM ET,23.0,BKN
SG,Scotty Hopson,3000,DAL@NY 03/13/2018 07:30PM ET,2.0,DAL
SF/PF,Lance Thomas,3000,DAL@NY 03/13/2018 07:30PM ET,9.19,NY
SF/PF,Dorian Finney-Smith,3000,DAL@NY 03/13/2018 07:30PM ET,6.917000000000001,DAL
SF,Jameel Warney,3000,DAL@NY 03/13/2018 07:30PM ET,10.0,DAL
SF,Jalen Jones,3000,DAL@NY 03/13/2018 07:30PM ET,5.2860000000000005,DAL
SG/SF,Damyean Dotson,3000,DAL@NY 03/13/2018 07:30PM ET,5.667000000000001,NY
PF/C,Isaiah Hicks,3000,DAL@NY 03/13/2018 07:30PM ET,4.625,NY
SF,Johnathan Motley,3000,DAL@NY 03/13/2018 07:30PM ET,5.938,DAL
PF/C,Kristaps Porzingis,3000,DAL@NY 03/13/2018 07:30PM ET,39.094,NY
PG/SG,Ron Baker,3000,DAL@NY 03/13/2018 07:30PM ET,8.259,NY
C,Joakim Noah,3000,DAL@NY 03/13/2018 07:30PM ET,5.928999999999999,NY
PG/SG,Seth Curry,3000,DAL@NY 03/13/2018 07:30PM ET,0.0,DAL
SG/SF,Timothe Luwawu-Cabarrot,3000,IND@PHI 03/13/2018 07:00PM ET,9.837,PHI
SG,James Young,3000,IND@PHI 03/13/2018 07:00PM ET,4.4,PHI
SF/PF,TJ Leaf,3000,IND@PHI 03/13/2018 07:00PM ET,5.354,IND
PG,Edmond Sumner,3000,IND@PHI 03/13/2018 07:00PM ET,0.0,IND
PG,Demetrius Jackson,3000,IND@PHI 03/13/2018 07:00PM ET,2.8539999999999996,PHI
SG/SF,Furkan Korkmaz,3000,IND@PHI 03/13/2018 07:00PM ET,3.583,PHI
SF,Alex Poythress,3000,IND@PHI 03/13/2018 07:00PM ET,2.636,IND
SF,Ben Moore,3000,IND@PHI 03/13/2018 07:00PM ET,1.375,IND
PF/C,Al Jefferson,3000,IND@PHI 03/13/2018 07:00PM ET,14.370999999999999,IND
PF/C,Ike Anigbogu,3000,IND@PHI 03/13/2018 07:00PM ET,3.125,IND
SG,Devin Robinson,3000,MIN@WAS 03/13/2018 07:00PM ET,0.0,WAS
SG/SF,Marcus Georges-Hunt,3000,MIN@WAS 03/13/2018 07:00PM ET,2.215,MIN
PF/C,Chris McCullough,3000,MIN@WAS 03/13/2018 07:00PM ET,4.882,WAS
PG/SG,Ramon Sessions,3000,MIN@WAS 03/13/2018 07:00PM ET,10.390999999999998,WAS
PG/SG,Aaron Brooks,3000,MIN@WAS 03/13/2018 07:00PM ET,4.046,MIN
C,Justin Patton,3000,MIN@WAS 03/13/2018 07:00PM ET,0.0,MIN
SG/SF,Anthony Brown,3000,MIN@WAS 03/13/2018 07:00PM ET,0.0,MIN
C,Cole Aldrich,3000,MIN@WAS 03/13/2018 07:00PM ET,1.6669999999999998,MIN
PF,Amile Jefferson,3000,MIN@WAS 03/13/2018 07:00PM ET,0.0,MIN
SF,Jamel Artis,3000,ORL@SA 03/13/2018 08:30PM ET,4.75,ORL
SG/SF,Wes Iwundu,3000,ORL@SA 03/13/2018 08:30PM ET,8.128,ORL
PF/C,Marreese Speights,3000,ORL@SA 03/13/2018 08:30PM ET,14.299000000000001,ORL
PF/C,Khem Birch,3000,ORL@SA 03/13/2018 08:30PM ET,9.463,ORL
SG/SF,Arron Afflalo,3000,ORL@SA 03/13/2018 08:30PM ET,6.125,ORL
PF,Matt Costello,3000,ORL@SA 03/13/2018 08:30PM ET,6.438,SA
SG/SF,Darrun Hilliard,3000,ORL@SA 03/13/2018 08:30PM ET,3.089,SA
PG,Rodney Purvis,3000,ORL@SA 03/13/2018 08:30PM ET,5.375,ORL
PG/SG,Walt Lemon Jr.,3000,CHA@NO 03/13/2018 08:00PM ET,5.5,NO
PG/SG,Malik Monk,3000,CHA@NO 03/13/2018 08:00PM ET,8.422,CHA
SG/SF,DeAndre Liggins,3000,CHA@NO 03/13/2018 08:00PM ET,7.5,NO
SG/SF,Dwayne Bacon,3000,CHA@NO 03/13/2018 08:00PM ET,6.452999999999999,CHA
PG,Marcus Paige,3000,CHA@NO 03/13/2018 08:00PM ET,2.5,CHA
PG,Michael Carter-Williams,3000,CHA@NO 03/13/2018 08:00PM ET,13.470999999999998,CHA
PG/SG,Julyan Stone,3000,CHA@NO 03/13/2018 08:00PM ET,3.571,CHA
PF/C,Mangok Mathiang,3000,CHA@NO 03/13/2018 08:00PM ET,2.5,CHA
SG,Charles Cooke,3000,CHA@NO 03/13/2018 08:00PM ET,1.344,NO
PF/C,DeMarcus Cousins,3000,CHA@NO 03/13/2018 08:00PM ET,55.729,NO
C,Alexis Ajinca,3000,CHA@NO 03/13/2018 08:00PM ET,0.0,NO
PG/SG,Frank Jackson,3000,CHA@NO 03/13/2018 08:00PM ET,0.0,NO
SF/PF,Solomon Hill,3000,CHA@NO 03/13/2018 08:00PM ET,0.0,NO
