101,1055644236,eck2b,95.35,Juan Lagares,OF,0.59,8,P Stephen Strasburg P James Paxton 2B Jose Altuve OF George Springer OF Tommy Pham SS Didi Gregorius C Evan Gattis OF Leonys Martin 3B J.D. Davis 1B Matt Adams
101,1055653987,bigsam92,95.35,Marcell Ozuna,OF,0.59,0,P Stephen Strasburg P James Paxton 2B Jose Altuve OF George Springer OF Tommy Pham SS Didi Gregorius C Evan Gattis OF Leonys Martin 3B J.D. Davis 1B Matt Adams
103,1055424412,sirmalcolm,95.25,Matt Carpenter,1B,0.59,14,P Jacob deGrom P James Paxton 2B Jose Altuve OF George Springer 3B Alex Bregman SS Marwin Gonzalez C Evan Gattis OF Matt Joyce 1B Matt Adams OF Billy McKinney
104,1055316014,felder15 (2/3),94.85,Trevor Williams,P,0.59,0,P Stephen Strasburg P Lance McCullers Jr. C Gary Sanchez OF Khris Davis 1B Matt Olson SS Marcus Semien 3B Brandon Drury 2B Jed Lowrie OF Randal Grichuk OF Billy McKinney
105,1055485965,sacamania (1/2),94.4,Josh Bell,1B,0.59,0,P Stephen Strasburg P Carlos Carrasco OF Khris Davis 1B Matt Olson 3B Josh Donaldson SS Marcus Semien 2B Jed Lowrie OF Matt Joyce C Travis d'Arnaud OF Steve Pearce
106,1055547878,loveai,93.7,Andrelton Simmons,SS,0.59,5,P Michael Wacha P Michael Fulmer OF Mike Trout 2B Jose Altuve SS Carlos Correa 1B Joey Votto 3B Anthony Rendon OF Kole Calhoun C Evan Gattis OF Dexter Fowler
107,1055645053,extoneagles (5/5),93.05,Scott Schebler,OF,0.59,21,P Lance McCullers Jr. P CC Sabathia OF Giancarlo Stanton OF Bryce Harper OF Aaron Judge 3B Alex Bregman SS Didi Gregorius C Evan Gattis 2B Neil Walker 1B Matt Adams
108,1055557527,Awesemo (3/5),92.25,Francisco Lindor,SS,0.59,3,P Carlos Carrasco P Michael Wacha 2B Jose Altuve OF George Springer SS Carlos Correa 1B Joey Gallo OF Nomar Mazara C Brian McCann OF Shin-soo Choo 3B J.D. Davis
109,1055313231,tastefultides (3/5),90.35,Brian Goodwin,OF,0.59,25,P Stephen Strasburg P James Paxton OF Giancarlo Stanton C Gary Sanchez 3B Josh Donaldson SS Didi Gregorius 1B Justin Smoak 2B Neil Walker OF Randal Grichuk OF Matt Adams
110,1055270797,dandydon (2/3),89.6,,,,,P Carlos Carrasco P Luis Castillo 2B Jose Altuve OF George Springer 3B Alex Bregman OF Khris Davis 1B Matt Olson OF Marwin Gonzalez C Evan Gattis SS Marcus Semien
111,1055314202,knickgilman,89.55,,,,,P James Paxton P Luis Castillo OF Aaron Judge 2B Jose Altuve OF George Springer SS Carlos Correa C Gary Sanchez 3B Alex Bregman OF Marwin Gonzalez 1B Justin Smoak
111,1055636476,stlcardinals84,89.55,,,,,P James Paxton P Luis Castillo OF Aaron Judge 2B Jose Altuve OF George Springer SS Carlos Correa C Gary Sanchez 3B Alex Bregman OF Marwin Gonzalez 1B Justin Smoak
113,1055642813,NateGreat28,89.4,,,,,P Stephen Strasburg P Carlos Carrasco OF Giancarlo Stanton 1B Joey Gallo SS Elvis Andrus OF Kole Calhoun 2B Neil Walker 3B J.D. Davis OF Matt Adams C Juan Centeno
114,1055581590,Stonesalltheway (1/2),89.25,,,,,P Jacob deGrom P James Paxton 3B Alex Bregman OF Khris Davis 1B Matt Olson C Evan Gattis SS Marcus Semien 2B Jed Lowrie OF Matt Joyce OF Matt Adams
115,1055372409,reztes757,89.2,,,,,P James Paxton P Michael Wacha 2B Jose Altuve OF George Springer SS Carlos Correa 3B Alex Bregman OF Khris Davis 1B Matt Olson C Evan Gattis OF Steve Pearce
115,1055405392,TBAP,89.2,,,,,P James Paxton P Michael Wacha OF Giancarlo Stanton OF Bryce Harper C Gary Sanchez 3B Anthony Rendon OF Adam Eaton SS Didi Gregorius 2B Neil Walker 1B Matt Adams
115,1055624616,anilprao88 (3/5),89.2,,,,,P James Paxton P Michael Wacha OF Giancarlo Stanton OF Bryce Harper C Gary Sanchez 3B Anthony Rendon OF Adam Eaton SS Didi Gregorius 2B Neil Walker 1B Matt Adams
118,1055367396,youdacao (2/5),88.25,,,,,P Jacob deGrom P James Paxton OF Giancarlo Stanton OF George Springer C Gary Sanchez 3B Alex Bregman 2B Neil Walker 1B Tyler Austin SS Yangervis Solarte OF Billy McKinney
119,1055608329,Signature (1/3),86.7,,,,,P Lance McCullers Jr. P Michael Wacha 2B Jose Altuve OF George Springer C Gary Sanchez 3B Alex Bregman 1B Matt Olson SS Zack Cozart OF Matt Joyce OF Billy McKinney
120,1055643209,mrgoodseats (5/5),86.35,,,,,P Stephen Strasburg P James Paxton 2B Jose Altuve OF George Springer 3B Alex Bregman SS Marwin Gonzalez 1B Justin Smoak OF Dee Gordon OF Matt Joyce C Mike Marjama
121,1055558952,cohenspicks,86.2,,,,,P James Paxton P Michael Wacha 2B Jose Altuve OF George Springer SS Carlos Correa C Gary Sanchez 3B Alex Bregman OF Marwin Gonzalez 1B Justin Smoak OF Steve Pearce
122,1055608227,getoffme2312,84.8,,,,,P Jacob deGrom P Luis Castillo OF Giancarlo Stanton 2B Jose Altuve 3B Alex Bregman 1B Matt Olson SS Didi Gregorius C Evan Gattis OF Randal Grichuk OF Steve Pearce
123,1055270796,dandydon (1/3),84.6,,,,,P Carlos Carrasco P Luis Castillo 2B Jose Altuve OF George Springer 3B Alex Bregman OF Khris Davis 1B Matt Olson SS Marwin Gonzalez C Evan Gattis OF Matt Joyce
124,1055326490,ebeimfohr,84.55,,,,,P James Paxton P Luis Castillo OF Giancarlo Stanton 2B Jose Altuve OF George Springer SS Carlos Correa C Gary Sanchez 3B Alex Bregman OF Marwin Gonzalez 1B Luis Valbuena
125,1055645917,BFER14 (2/2),84.5,,,,,P Lance McCullers Jr. P James Paxton OF Mike Trout C Gary Sanchez 1B Matt Olson SS Zack Cozart 2B Ian Kinsler OF Kole Calhoun OF Matt Joyce 3B J.D. Davis
126,1055541623,ShortMyOwnTeam (1/2),83.55,,,,,P James Paxton P Luis Castillo 2B Jose Altuve OF George Springer SS Carlos Correa C Gary Sanchez 3B Alex Bregman OF Khris Davis 1B Matt Olson OF Kole Calhoun
126,1055541635,ShortMyOwnTeam (2/2),83.55,,,,,P James Paxton P Luis Castillo 2B Jose Altuve OF George Springer SS Carlos Correa C Gary Sanchez 3B Alex Bregman OF Khris Davis 1B Matt Olson OF Kole Calhoun
128,1055341531,yankeesfan2,83.45,,,,,P Jacob deGrom P Michael Wacha OF Giancarlo Stanton OF Aaron Judge C Gary Sanchez SS Elvis Andrus 3B Brandon Drury 2B Dixon Machado 1B Matt Adams OF Billy McKinney
129,1055320276,dacoltz,83.25,,,,,P Jacob deGrom P James Paxton OF George Springer 3B Alex Bregman 1B Joey Gallo SS Marwin Gonzalez 2B Rougned Odor C Brian McCann OF Randal Grichuk OF Jake Marisnick
129,1055558172,leonem,83.25,,,,,P Jacob deGrom P James Paxton OF Aaron Judge SS Carlos Correa C Gary Sanchez 3B Josh Donaldson 1B Justin Smoak 2B Neil Walker OF Steve Pearce OF Billy McKinney
131,1055331921,rdk5042,82.35,,,,,P Stephen Strasburg P James Paxton OF Bryce Harper 2B Jose Altuve OF George Springer 3B Alex Bregman SS Aledmys Diaz OF Steve Pearce 1B Matt Adams C Mike Marjama
132,1055389660,moklovin (2/3),81.35,,,,,P Stephen Strasburg P James Paxton OF Giancarlo Stanton OF Aaron Judge 3B Alex Bregman SS Marwin Gonzalez C Brian McCann 2B Neil Walker 1B Matt Adams OF Billy McKinney
133,1055645168,GrindersCal (1/2),80.6,,,,,P Jacob deGrom P Stephen Strasburg 1B Miguel Cabrera OF Corey Dickerson 3B Josh Donaldson SS Aledmys Diaz OF Randal Grichuk OF Steve Pearce 2B Yangervis Solarte C Mike Marjama
134,1055360797,thegameOVER,80.35,,,,,P Stephen Strasburg P James Paxton OF Giancarlo Stanton C Gary Sanchez OF Kole Calhoun SS Didi Gregorius 1B Justin Smoak 3B Brandon Drury 2B Neil Walker OF Matt Adams
134,1055643206,mrgoodseats (2/5),80.35,,,,,P Stephen Strasburg P James Paxton 2B Jose Altuve OF George Springer 3B Alex Bregman OF Joey Gallo SS Marwin Gonzalez 1B Justin Smoak OF Steve Pearce C Mike Marjama
136,1055575248,Bianchibear03,78.8,,,,,P Jacob deGrom P Luis Castillo OF Giancarlo Stanton OF Aaron Judge C Gary Sanchez 3B Josh Donaldson SS Didi Gregorius 1B Justin Smoak 2B Scooter Gennett OF Steve Pearce
137,1055643207,mrgoodseats (3/5),77.35,,,,,P Stephen Strasburg P James Paxton 2B Jose Altuve OF George Springer 3B Alex Bregman SS Zack Cozart 1B Joey Gallo OF Matt Joyce OF Steve Pearce C Mike Marjama
138,1055394734,adambrown24,76.55,,,,,P James Paxton P Luis Castillo OF Giancarlo Stanton OF Aaron Judge 2B Jose Altuve SS Carlos Correa C Gary Sanchez OF Joey Gallo 1B Justin Smoak 3B Kyle Seager
139,1055494794,etphonehome,75.8,,,,,P Jacob deGrom P Luis Castillo OF Giancarlo Stanton OF Aaron Judge C Gary Sanchez 3B Josh Donaldson SS Didi Gregorius 1B Justin Smoak 2B Neil Walker OF Randal Grichuk
139,1055510315,davewiff (3/4),75.8,,,,,P Jacob deGrom P Luis Castillo OF Giancarlo Stanton OF Aaron Judge C Gary Sanchez 3B Josh Donaldson SS Didi Gregorius 1B Justin Smoak 2B Neil Walker OF Randal Grichuk
139,1055521915,monds6 (2/5),75.8,,,,,P Jacob deGrom P Luis Castillo OF Giancarlo Stanton OF Aaron Judge C Gary Sanchez 3B Josh Donaldson SS Didi Gregorius 1B Justin Smoak 2B Neil Walker OF Randal Grichuk
139,1055595544,bric75 (4/4),75.8,,,,,P Jacob deGrom P Luis Castillo OF Giancarlo Stanton OF Aaron Judge C Gary Sanchez 3B Josh Donaldson SS Didi Gregorius 1B Justin Smoak 2B Neil Walker OF Randal Grichuk
143,1055645051,extoneagles (3/5),75.75,,,,,P Michael Wacha P CC Sabathia OF Giancarlo Stanton OF Aaron Judge 2B Jose Altuve OF George Springer C Gary Sanchez 3B Alex Bregman SS Didi Gregorius 1B Matt Adams
144,1055367398,youdacao (4/5),75.6,,,,,P Carlos Carrasco P Luis Castillo OF Giancarlo Stanton OF George Springer SS Carlos Correa C Gary Sanchez 1B Joey Gallo OF Marwin Gonzalez 2B Neil Walker 3B J.D. Davis
145,1055483226,crump11 (2/3),75.35,,,,,P Stephen Strasburg P James Paxton OF George Springer OF Khris Davis 1B Matt Olson SS Didi Gregorius C Evan Gattis 2B Jed Lowrie OF Matt Joyce 3B J.D. Davis
146,1055637314,elstan11,73.05,,,,,P Carlos Carrasco P James Paxton OF Mike Trout C Gary Sanchez OF Khris Davis 1B Miguel Cabrera 3B Josh Donaldson SS Didi Gregorius 2B Scooter Gennett OF Billy McKinney
147,1055548373,tomo73,71.6,,,,,P Carlos Carrasco P Luis Castillo OF Giancarlo Stanton OF Aaron Judge 2B Jose Ramirez C Gary Sanchez 3B Josh Donaldson SS Didi Gregorius 1B Justin Smoak OF Adam Duvall
148,1055362278,ChipotleAddict (4/5),71.25,,,,,P Jacob deGrom P James Paxton OF Giancarlo Stanton C Gary Sanchez 3B Josh Donaldson SS Didi Gregorius 1B Justin Smoak 2B Neil Walker OF Randal Grichuk OF Steve Pearce
149,1055638421,Blitztomania,70.55,,,,,P James Paxton P Luis Castillo OF Giancarlo Stanton OF Aaron Judge 2B Jose Altuve OF George Springer SS Carlos Correa C Gary Sanchez 3B J.D. Davis 1B John Hicks
150,1055632701,Boney10690,70.35,,,,,P Stephen Strasburg P James Paxton OF Giancarlo Stanton OF Aaron Judge C Gary Sanchez 3B Alex Bregman 2B Neil Walker 1B Matt Adams SS Yangervis Solarte OF Billy McKinney
151,1055593031,mazwa,70.05,,,,,P Carlos Carrasco P James Paxton 2B Jose Altuve 3B Alex Bregman OF Marcell Ozuna SS Marwin Gonzalez OF Tommy Pham 1B Matt Carpenter C Evan Gattis OF Dexter Fowler
152,1055516478,jlavelle,69.55,,,,,P Stephen Strasburg P Michael Wacha OF Giancarlo Stanton OF Aaron Judge C Gary Sanchez SS Didi Gregorius 2B Jed Lowrie 3B J.D. Davis OF Steve Pearce 1B Matt Adams
153,1055407191,ARaven52,68.75,,,,,P Michael Wacha P Luis Castillo OF Giancarlo Stanton OF Bryce Harper OF Aaron Judge 2B Jose Altuve C Gary Sanchez 3B Josh Donaldson SS Didi Gregorius 1B Justin Smoak
154,1055613719,Signature (2/3),67.5,,,,,P Lance McCullers Jr. P James Paxton OF Giancarlo Stanton OF Aaron Judge C Gary Sanchez 1B Matt Olson SS Zack Cozart 2B Neil Walker 3B J.D. Davis OF Billy McKinney
155,1055483198,crump11 (1/3),66.35,,,,,P Stephen Strasburg P James Paxton OF Aaron Judge OF Khris Davis 1B Matt Olson SS Didi Gregorius C Evan Gattis 2B Jed Lowrie OF Matt Joyce 3B J.D. Davis
156,1055310933,EMSBRO,65.55,,,,,P James Paxton P Luis Castillo OF Giancarlo Stanton OF Mike Trout OF Aaron Judge C Gary Sanchez 1B Joey Votto 3B Todd Frazier SS Didi Gregorius 2B Neil Walker
157,1055621565,atnorac,64.25,,,,,P Carlos Carrasco P Michael Wacha OF Aaron Judge C Gary Sanchez 3B Alex Bregman SS Zack Cozart OF Tommy Pham OF Adam Frazier 1B Justin Smoak 2B Jed Lowrie
158,1055522600,Hamre,63.4,,,,,P Stephen Strasburg P Carlos Carrasco OF Jay Bruce 3B Jeimer Candelario OF Marwin Gonzalez 2B Adam Frazier 1B Justin Smoak OF Leonys Martin SS Jordy Mercer C John Hicks
159,1055283516,bigdshaggyj,63.05,,,,,P Carlos Carrasco P James Paxton OF Giancarlo Stanton OF Aaron Judge C Gary Sanchez 3B Josh Donaldson SS Didi Gregorius 1B Justin Smoak OF Steve Pearce 2B Yangervis Solarte
160,1055405579,jsurab,62.75,,,,,P Michael Wacha P Luis Castillo OF Giancarlo Stanton OF Aaron Judge 2B Jose Altuve C Gary Sanchez 3B Alex Bregman OF Khris Davis SS Didi Gregorius 1B Jose Martinez
161,1055370641,thepickler (3/5),62.5,,,,,P Carlos Carrasco P Matt Shoemaker OF Giancarlo Stanton OF Aaron Judge C Gary Sanchez 3B Josh Donaldson OF Joey Gallo SS Didi Gregorius 1B Justin Smoak 2B Neil Walker
162,1055645052,extoneagles (4/5),60.55,,,,,P James Paxton P CC Sabathia OF Giancarlo Stanton OF Bryce Harper OF Aaron Judge C Gary Sanchez 3B Anthony Rendon SS Didi Gregorius 2B Neil Walker 1B Matt Adams
163,1055624615,anilprao88 (2/5),60.05,,,,,P Carlos Carrasco P James Paxton OF Giancarlo Stanton OF Aaron Judge C Gary Sanchez 3B Josh Donaldson 1B Justin Smoak 2B Neil Walker OF Steve Pearce SS Yangervis Solarte
164,1055531743,thepickler (5/5),58.2,,,,,P James Paxton P Michael Wacha OF Giancarlo Stanton OF Aaron Judge 2B Jose Altuve C Gary Sanchez 3B Josh Donaldson SS Didi Gregorius 1B Justin Smoak OF Steve Pearce
165,1055567492,chichi19,54.9,,,,,P Stephen Strasburg P Luis Castillo OF Starling Marte 1B Miguel Cabrera OF Nicholas Castellanos SS Zack Cozart OF Corey Dickerson 2B Josh Harrison 3B Jeimer Candelario C Francisco Cervelli
166,1055543500,Grandpaaj23,54.65,,,,,P Michael Wacha P Daniel Mengden OF Giancarlo Stanton OF Aaron Judge C Gary Sanchez 3B Anthony Rendon OF Khris Davis 1B Matt Olson SS Didi Gregorius 2B Scooter Gennett
167,1055600058,bbates1984,52.6,,,,,P Jacob deGrom P Stephen Strasburg 1B Miguel Cabrera OF Nicholas Castellanos 3B Jeimer Candelario OF Leonys Martin 2B Neil Walker SS Dixon Machado C Juan Centeno OF Billy McKinney
168,1055313226,tastefultides (2/5),47.2,,,,,P James Paxton P Michael Wacha OF Giancarlo Stanton OF Bryce Harper OF Aaron Judge C Gary Sanchez SS Didi Gregorius 1B Justin Smoak 3B Brandon Drury 2B Scooter Gennett
169,1055613749,Signature (3/3),44.2,,,,,P James Paxton P Michael Wacha OF Giancarlo Stanton OF Aaron Judge 2B Jose Altuve C Gary Sanchez 1B Josh Bell 3B Matt Chapman SS Andrelton Simmons OF Billy McKinney
170,1055426638,Eddieron,34.7,,,,,P Michael Wacha P Michael Fulmer OF Giancarlo Stanton OF Bryce Harper OF Aaron Judge C Gary Sanchez 1B Miguel Cabrera SS Didi Gregorius 3B Adrian Beltre 2B Scooter Gennett
